restaurantId;restaurantCuisine;restaurantTags;restaurantName;menuId;menuName;menuDescription;menuSections;menuPrice;menuTag;dishType;menuType;cuisine;associatedKeywords;flavor;mealTime;occasion;portion
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-3;Virgin Rose;;mocktails;36000;mocktails;drink;beverage;fusion;non-alcoholic,floral;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-5;Sweet Palm;;mocktails;36000;mocktails;drink;beverage;fusion;non-alcoholic,tropical;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-6;Green Caipirinha;;mocktails;34000;mocktails;drink;beverage;brazilian;non-alcoholic,lime;sour;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-7;Milkshake Vanilla;;milkshakes;36000;milkshakes;drink;dessert;american;creamy,vanilla;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-8;Ovamaltine Milkshake;;milkshakes;38000;milkshakes;drink;dessert;fusion;malt,chocolate;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-9;Biscoff Milkshake;;milkshakes;39000;milkshakes;drink;dessert;fusion;cookie,caramel;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-10;Cookies And Cream Milkshake;;milkshakes;38000;milkshakes;drink;dessert;american;cookie,vanilla;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-11;Regal Milkshake;;milkshakes;38000;milkshakes;drink;dessert;fusion;premium,creamy;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-12;Nutella Milkshake;;milkshakes;38000;milkshakes;drink;dessert;fusion;hazelnut,chocolate;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-13;Milo Monster;;milkshakes;36000;milkshakes;drink;dessert;fusion;chocolate,malt;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-14;Milo Avocado Float;;milkshakes;38000;milkshakes;drink;dessert;fusion;chocolate,avocado;creamy;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-15;Milkshake Chocolate;;milkshakes;36000;milkshakes;drink;dessert;american;chocolate,creamy;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-16;Lemongrass Iced Tea;;tea;28000;tea;drink;beverage;asian;herbal,refreshing;sour;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-17;Milk Tea;;tea;28000;tea;drink;beverage;asian;creamy,tea;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-19;Green Tea Iced Tea;;tea;28000;tea;drink;beverage;japanese;antioxidant,refreshing;bitter;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-21;Peach Iced Tea;;tea;32000;tea;drink;beverage;american;fruity,refreshing;sweet;anytime;casual;1
