restaurantId;restaurantName;restaurantCuisine;restaurantLink;restaurantTags;menuName;menuDescription;menuPrice;menuSections;menuId
6-CZJVLGDWR2MFAE;Tokyo Belly by ISMAYA - Kuningan City;western;https://food.grab.com/id/en/restaurant/tokyo-belly-by-ismaya-kuningan-city-delivery/6-CZJVLGDWR2MFAE?;japanese,noodles,beef;Princess Roll;Tuna panggang di atas roll daging kepiting, alpukat, dan mentimun dengan mayonnaise dan tobiko;82500;sushigroove;6-CZJVLGDWR2MFAE-37
6-CZJVLGDWR2MFAE;Tokyo Belly by ISMAYA - Kuningan City;western;https://food.grab.com/id/en/restaurant/tokyo-belly-by-ismaya-kuningan-city-delivery/6-CZJVLGDWR2MFAE?;japanese,noodles,beef;Mayonnaise Dream Roll;Salmon panggang, kepiting, dan wortel dalam saus mayo pedas dan tobiko;71500;sushigroove;6-CZJVLGDWR2MFAE-38
6-CZJVLGDWR2MFAE;Tokyo Belly by ISMAYA - Kuningan City;western;https://food.grab.com/id/en/restaurant/tokyo-belly-by-ismaya-kuningan-city-delivery/6-CZJVLGDWR2MFAE?;japanese,noodles,beef;Tokyo Meltdown Roll;Ayam dan gobo dipanggang dalam saus dinamit teriyaki;53900;sushigroove;6-CZJVLGDWR2MFAE-39
6-CZJVLGDWR2MFAE;Tokyo Belly by ISMAYA - Kuningan City;western;https://food.grab.com/id/en/restaurant/tokyo-belly-by-ismaya-kuningan-city-delivery/6-CZJVLGDWR2MFAE?;japanese,noodles,beef;California Roll;Daging kepiting, alpukat, dan mentimun dengan mayonnaise dan tobiko;47300;sushigroove;6-CZJVLGDWR2MFAE-40
6-CZJVLGDWR2MFAE;Tokyo Belly by ISMAYA - Kuningan City;western;https://food.grab.com/id/en/restaurant/tokyo-belly-by-ismaya-kuningan-city-delivery/6-CZJVLGDWR2MFAE?;japanese,noodles,beef;Gyoza;Pangsit goreng ayam khas jepang dengan pilihan original dan saus mentai;31900;zensai;6-CZJVLGDWR2MFAE-41
6-CZJVLGDWR2MFAE;Tokyo Belly by ISMAYA - Kuningan City;western;https://food.grab.com/id/en/restaurant/tokyo-belly-by-ismaya-kuningan-city-delivery/6-CZJVLGDWR2MFAE?;japanese,noodles,beef;Tokyo Edamame;Kacang Jepang sehat dengan pilihan original dan gurih spicy;27500;zensai;6-CZJVLGDWR2MFAE-42
6-CZJVLGDWR2MFAE;Tokyo Belly by ISMAYA - Kuningan City;western;https://food.grab.com/id/en/restaurant/tokyo-belly-by-ismaya-kuningan-city-delivery/6-CZJVLGDWR2MFAE?;japanese,noodles,beef;Tori Karaage;Ayam goreng renyah tanpa tulang ala Jepang;42900;zensai;6-CZJVLGDWR2MFAE-43
6-CZJVLGDWR2MFAE;Tokyo Belly by ISMAYA - Kuningan City;western;https://food.grab.com/id/en/restaurant/tokyo-belly-by-ismaya-kuningan-city-delivery/6-CZJVLGDWR2MFAE?;japanese,noodles,beef;Add On Bundle Tsukune;Mozarela Tsukune + Iced Ocha / Iced Tea;22000;add on bundle;6-CZJVLGDWR2MFAE-44
6-CZJVLGDWR2MFAE;Tokyo Belly by ISMAYA - Kuningan City;western;https://food.grab.com/id/en/restaurant/tokyo-belly-by-ismaya-kuningan-city-delivery/6-CZJVLGDWR2MFAE?;japanese,noodles,beef;Add On Bundle Karaage;Tori Karaage [3 pcs] + Iced Ocha / Iced Tea;22000;add on bundle;6-CZJVLGDWR2MFAE-45
6-CZJVLGDWR2MFAE;Tokyo Belly by ISMAYA - Kuningan City;western;https://food.grab.com/id/en/restaurant/tokyo-belly-by-ismaya-kuningan-city-delivery/6-CZJVLGDWR2MFAE?;japanese,noodles,beef;Add On Bundle Gyoza;Gyoza Chicken [3 pcs] + Iced Ocha / Iced Tea;22000;add on bundle;6-CZJVLGDWR2MFAE-46
6-CZJVLGDWR2MFAE;Tokyo Belly by ISMAYA - Kuningan City;western;https://food.grab.com/id/en/restaurant/tokyo-belly-by-ismaya-kuningan-city-delivery/6-CZJVLGDWR2MFAE?;japanese,noodles,beef;Add On Bundle Sushi;California Roll [3 pcs] + Iced Ocha / Iced Tea;22000;add on bundle;6-CZJVLGDWR2MFAE-47
6-CZJVLGDWR2MFAE;Tokyo Belly by ISMAYA - Kuningan City;western;https://food.grab.com/id/en/restaurant/tokyo-belly-by-ismaya-kuningan-city-delivery/6-CZJVLGDWR2MFAE?;japanese,noodles,beef;Add On Mocktail;Peach Iced Tea - Special Price;22000;add on bundle;6-CZJVLGDWR2MFAE-48
6-CZJVLGDWR2MFAE;Tokyo Belly by ISMAYA - Kuningan City;western;https://food.grab.com/id/en/restaurant/tokyo-belly-by-ismaya-kuningan-city-delivery/6-CZJVLGDWR2MFAE?;japanese,noodles,beef;Aqua Bottle 330ml;Aqua Bottle 330ml;22000;water & soft drinks;6-CZJVLGDWR2MFAE-49
