restaurantId;restaurantName;restaurantCuisine;restaurantLink;restaurantTags;menuName;menuDescription;menuPrice;menuSections;menuId
6-CYWTSBTZL8CCCX;Waroeng Pak Eddy Kebon Sirih - Kebon Sirih Timur;seafood;https://food.grab.com/id/en/restaurant/waroeng-pak-eddy-kebon-sirih-kebon-sirih-timur-delivery/6-CYWTSBTZL8CCCX?;seafood,rice,chicken;Aqua Botol (600Ml);;7500;minuman;6-CYWTSBTZL8CCCX-81
6-CYWTSBTZL8CCCX;Waroeng Pak Eddy Kebon Sirih - Kebon Sirih Timur;seafood;https://food.grab.com/id/en/restaurant/waroeng-pak-eddy-kebon-sirih-kebon-sirih-timur-delivery/6-CYWTSBTZL8CCCX?;seafood,rice,chicken;Aqua Botol (330Ml);;6000;minuman;6-CYWTSBTZL8CCCX-82
6-C2BUN3LYVE22VT;Nasi Timbel & Gurame Bakar Putri Ayu - Petojo Selatan;seafood;https://food.grab.com/id/en/restaurant/nasi-timbel-gurame-bakar-putri-ayu-petojo-selatan-delivery/6-C2BUN3LYVE22VT?;seafood,chicken,rice;Complete Grilled Chicken;0;32500;today's offer,blessing of the beginning of the year,monthly promo,month of blessings;6-C2BUN3LYVE22VT-0
6-C2BUN3LYVE22VT;Nasi Timbel & Gurame Bakar Putri Ayu - Petojo Selatan;seafood;https://food.grab.com/id/en/restaurant/nasi-timbel-gurame-bakar-putri-ayu-petojo-selatan-delivery/6-C2BUN3LYVE22VT?;seafood,chicken,rice;Complete Fried Chicken Rice;Fried Chicken Rice, Sambal Lalap, Tofu, Tempeh, Salted Fish, Sayur Asem;32500;today's offer,month of blessings;6-C2BUN3LYVE22VT-1
6-C2BUN3LYVE22VT;Nasi Timbel & Gurame Bakar Putri Ayu - Petojo Selatan;seafood;https://food.grab.com/id/en/restaurant/nasi-timbel-gurame-bakar-putri-ayu-petojo-selatan-delivery/6-C2BUN3LYVE22VT?;seafood,chicken,rice;Complete Sweet Spicy Gurami;Sweet Spicy Gurami Rice, Sambal Lalap, Tofu, Tempeh, Salted Fish, Sayur Asem;44000;today's offer,complete package,promo menu;6-C2BUN3LYVE22VT-2
6-C2BUN3LYVE22VT;Nasi Timbel & Gurame Bakar Putri Ayu - Petojo Selatan;seafood;https://food.grab.com/id/en/restaurant/nasi-timbel-gurame-bakar-putri-ayu-petojo-selatan-delivery/6-C2BUN3LYVE22VT?;seafood,chicken,rice;Grilled Chicken Rice;Grilled Chicken Rice, Sambal Lalap, Tofu, Tempe;29400;today's offer,promo gila;6-C2BUN3LYVE22VT-3
6-C2BUN3LYVE22VT;Nasi Timbel & Gurame Bakar Putri Ayu - Petojo Selatan;seafood;https://food.grab.com/id/en/restaurant/nasi-timbel-gurame-bakar-putri-ayu-petojo-selatan-delivery/6-C2BUN3LYVE22VT?;seafood,chicken,rice;Nasi Ayam Pedes Manis;Sweet Spicy Chicken Rice With Lalap Tofu And Tempeh;29400;today's offer,promo gila;6-C2BUN3LYVE22VT-4
6-C2BUN3LYVE22VT;Nasi Timbel & Gurame Bakar Putri Ayu - Petojo Selatan;seafood;https://food.grab.com/id/en/restaurant/nasi-timbel-gurame-bakar-putri-ayu-petojo-selatan-delivery/6-C2BUN3LYVE22VT?;seafood,chicken,rice;Complete Grilled Gurami;Grilled Gouramy Rice, Sambal Lalap, Tofu, Tempeh, Salted Fish, Sayur Asem;36600;today's offer,blessing of the beginning of the year,monthly promo,month of blessings,promo menu;6-C2BUN3LYVE22VT-5
6-C2BUN3LYVE22VT;Nasi Timbel & Gurame Bakar Putri Ayu - Petojo Selatan;seafood;https://food.grab.com/id/en/restaurant/nasi-timbel-gurame-bakar-putri-ayu-petojo-selatan-delivery/6-C2BUN3LYVE22VT?;seafood,chicken,rice;Fried Gurami Rice;Fried Gouramy Rice, Sambal Lalap, Tofu, Tempeh;37200;today's offer,month of blessings,promo gila;6-C2BUN3LYVE22VT-6
6-C2BUN3LYVE22VT;Nasi Timbel & Gurame Bakar Putri Ayu - Petojo Selatan;seafood;https://food.grab.com/id/en/restaurant/nasi-timbel-gurame-bakar-putri-ayu-petojo-selatan-delivery/6-C2BUN3LYVE22VT?;seafood,chicken,rice;Complete Fried Gurami;Rice With Fried Gurami And Fresh Vegetable Sambal, Tofu, Tempe, Salted Fish, Sayur Asem;42900;today's offer,blessing of the beginning of the year,monthly promo,month of blessings;6-C2BUN3LYVE22VT-7
