restaurantId;restaurantName;restaurantCuisine;restaurantLink;restaurantTags;menuName;menuDescription;menuPrice;menuSections;menuId
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Ayam Tepung Penyet Ketumbar Sambal Korek;Nasi dengan potongan Ayam Tepung Penyet bumbu ketumbar yang harum dilumuri sambal spesial khas Bu Tumbar yang pedas.;30000;ayam tepung penyet ketumbar;6-C6BJDAWVC73KA6-16
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Ayam Tepung Penyet Ketumbar Sambal Matah;Nasi dengan potongan Ayam Tepung Penyet bumbu ketumbar yang harum dilumuri sambal spesial khas Bu Tumbar yang segar dan sedikit pedas.;30000;ayam tepung penyet ketumbar;6-C6BJDAWVC73KA6-17
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Ayam Tepung Penyet Ketumbar Sambal Kecombrang;Nasi dengan potongan Ayam Tepung Penyet bumbu ketumbar yang harum dilumuri sambal spesial khas Bu Tumbar yang wangi, segar, dan pedas,;30000;ayam tepung penyet ketumbar;6-C6BJDAWVC73KA6-18
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Ayam Tepung Penyet Ketumbar Sambal Kacang;Nasi dengan potongan Ayam Tepung Penyet bumbu ketumbar yang harum dilumuri sambal spesial khas Bu Tumbar yang gurih dan pedas dari sambal kacang.;30000;ayam tepung penyet ketumbar;6-C6BJDAWVC73KA6-19
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Ayam Tepung Penyet Ketumbar Polos (Tanpa Sambal);Nasi dengan potongan Ayam Tepung Penyet bumbu ketumbar yang harum khas Bu Tumbar.;30000;ayam tepung penyet ketumbar;6-C6BJDAWVC73KA6-20
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Ayam Geprek Ketumbar Sambal Original;Spesial dari Bu Tumbar! Nasi dengan Ayam potong dadu dengan bumbu ketumbar dengan sensasi sambal khas Bu Tumbar yang pedas, lengkap dengan sensasi manis dari serundeng.;26818;ayam geprek ketumbar;6-C6BJDAWVC73KA6-21
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Ayam Geprek Ketumbar Sambal Korek;Nasi dengan Ayam potong dadu dengan bumbu ketumbar yang sedap dan sensasi sambal Korek yang pedas mantap djiwo! lengkap dengan serundeng. Pastinya bikin kamu makin semangat.;26818;ayam geprek ketumbar;6-C6BJDAWVC73KA6-22
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Ayam Geprek Ketumbar Sambal Matah;Nasi dengan Ayam berbumbu ketumbar dipadukan sambal Matah yang pedas, aromatik dan segar, lengkap dengan serundeng.;26818;ayam geprek ketumbar;6-C6BJDAWVC73KA6-23
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Ayam Geprek Ketumbar Sambal Kecombrang;Double Sedapnya! Nasi dengan perpaduan ayam potong dadu yang gurih dengan bumbu ketumbar yang harum ditambah sambal kecombrang yang pedas dan nikmat, lengkap dengan serundeng.;26818;ayam geprek ketumbar;6-C6BJDAWVC73KA6-24
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Ayam Geprek Ketumbar Sambal Kacang;Nasi dengan sensasi Gurih Pedasnya sambal kacang yang dipadu dengan Ayam potong dadu bumbu ketumbar yang sedap, lengkap dengan serundeng bikin kamu ketagihan.;26818;ayam geprek ketumbar;6-C6BJDAWVC73KA6-25
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Ayam Geprek Ketumbar Polosan (Tanpa Sambal);Nasi dengan Ayam potong dadu dengan bumbu ketumbar yang harum khas Bu Tumbar, tidak pedas karena tidak pakai sambal.;26818;ayam geprek ketumbar;6-C6BJDAWVC73KA6-26
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Nasi Kulit Ayam Ketumbar Sambal Original;Nasi dengan renyahnya kulit ayam beraroma ketumbar dengan sensasi sambal spesial khas Bu Tumbar yang gurih dan pedas, lengkap dengan serundeng.;20000;nasi kulit goreng ketumbar;6-C6BJDAWVC73KA6-27
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Nasi Kulit Ayam Ketumbar Sambal Korek;Nasi dengan renyahnya kulit ayam beraroma ketumbar dengan sambal Korek yang pedas, nikmat lengkap dengan serundeng diatasnya.;20000;nasi kulit goreng ketumbar;6-C6BJDAWVC73KA6-28
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Nasi Kulit Ayam Ketumbar Sambal Matah;Nasi dengan renyahnya kulit ayam beraroma ketumbar dengan sambal Matah yang pedas, aromatik dan segar, lengkap dengan serundeng.;20000;nasi kulit goreng ketumbar;6-C6BJDAWVC73KA6-29
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Nasi Kulit Ayam Ketumbar Sambal Kecombrang;Nasi dengan kulit ayam beraroma ketumbar dan sambal Kecombrang yang wangi dan sedikit pedas. Kombinasi ini menciptakan rasa yang sedap aromatik dan tekstur yang renyah, lengkap dengan serundeng.;20000;nasi kulit goreng ketumbar;6-C6BJDAWVC73KA6-30
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Nasi Kulit Ayam Ketumbar Sambal Kacang;Nasi dengan renyahnya kulit ayam beraroma ketumbar dan sambal kacang gurih yang sedikit pedas. Kombinasi ini menciptakan rasa yang menggoda dan tekstur yang renyah, lengkap dengan serundeng;20000;nasi kulit goreng ketumbar;6-C6BJDAWVC73KA6-31
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Nasi Kulit Ayam Ketumbar Polosan (Tanpa Sambal);Nasi dengan kulit Ayam crispy yang dilumuri bumbu ketumbar yang harum khas Bu Tumbar, lengkap dengan serundeng. tidak pedas karena tidak ada sambal.;20000;nasi kulit goreng ketumbar;6-C6BJDAWVC73KA6-32
6-C6BJDAWVC73KA6;Ayam Goreng Bu Tumbar by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/ayam-goreng-bu-tumbar-by-hangry-cikini-delivery/6-C6BJDAWVC73KA6?;chicken,indonesian,rice;Ekstra Nasi Putih;;5455;ekstra;6-C6BJDAWVC73KA6-33
