restaurantId;restaurantName;restaurantCuisine;restaurantLink;restaurantTags;menuName;menuDescription;menuPrice;menuSections;menuId
6-C343BB51VJCKLJ;Snacks Attack by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/snacks-attack-by-hangry-cikini-delivery/6-C343BB51VJCKLJ?;snack,international,beverages;Chocolate Naan by Accha;;24455;accha by hangry;6-C343BB51VJCKLJ-5
6-C343BB51VJCKLJ;Snacks Attack by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/snacks-attack-by-hangry-cikini-delivery/6-C343BB51VJCKLJ?;snack,international,beverages;Papadum by Accha;Kerupuk ala India yang gurih. Hati-hati bikin nagih;9091;accha by hangry;6-C343BB51VJCKLJ-6
6-C343BB51VJCKLJ;Snacks Attack by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/snacks-attack-by-hangry-cikini-delivery/6-C343BB51VJCKLJ?;snack,international,beverages;Bite Size Chicken Samosa (3pcs) by Accha;Mini size Samosa, cemilan India berisikan wortel, kacang polong, & ayam cincang gurih yang sekali HAP bikin kamu ketagihan!;18091;accha by hangry;6-C343BB51VJCKLJ-7
6-C343BB51VJCKLJ;Snacks Attack by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/snacks-attack-by-hangry-cikini-delivery/6-C343BB51VJCKLJ?;snack,international,beverages;Chicken Kofta Bites;Daging ayam cincang yang diolah jadi bakso pake rempah spesial khas India, terus digoreng sampe bumbunya meresap. Seriusan, enak banget dicemilin!;16364;accha by hangry;6-C343BB51VJCKLJ-8
6-C343BB51VJCKLJ;Snacks Attack by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/snacks-attack-by-hangry-cikini-delivery/6-C343BB51VJCKLJ?;snack,international,beverages;Crispy Gyoza (Pangsit Jepang) by San Gyu;Menu Baru!, Pangsit Jepang krispy (5pcs), menu pendamping yang sempurna untuk makan mu;27273;san gyu by hangry;6-C343BB51VJCKLJ-9
6-C343BB51VJCKLJ;Snacks Attack by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/snacks-attack-by-hangry-cikini-delivery/6-C343BB51VJCKLJ?;snack,international,beverages;Egg Chicken Roll Ala Carte by San Gyu;5 pcs Egg Chicken Roll, terbuat dari olahan Ayam segar, dilapisi dengan telur;27727;san gyu by hangry;6-C343BB51VJCKLJ-10
6-C343BB51VJCKLJ;Snacks Attack by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/snacks-attack-by-hangry-cikini-delivery/6-C343BB51VJCKLJ?;snack,international,beverages;Meteor Chicken Tteokbokki;Popcorn Chicken (boneless) dengan Tteokbokki serta otak - otak ikan yang berpadu saus merah khas korea andalan Moon Chicken;33636;moon chicken by hangry;6-C343BB51VJCKLJ-11
6-C343BB51VJCKLJ;Snacks Attack by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/snacks-attack-by-hangry-cikini-delivery/6-C343BB51VJCKLJ?;snack,international,beverages;Bread Pudding Sticks (Roti Panggang) by Hot Side Story;Roti deep-fried yang gurih dan manis serta crispy pada bagian luar dan lembut di dalam, bikin kamu mau lagi dan lagi!;16364;hot side story by hangry;6-C343BB51VJCKLJ-12
6-C343BB51VJCKLJ;Snacks Attack by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/snacks-attack-by-hangry-cikini-delivery/6-C343BB51VJCKLJ?;snack,international,beverages;Kulit Garing by Ayam Koplo;Kulit goreng garing krenyes kriuk, asli nagih gak bisa berenti;21818;ayam koplo by hangry;6-C343BB51VJCKLJ-13
6-C343BB51VJCKLJ;Snacks Attack by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/snacks-attack-by-hangry-cikini-delivery/6-C343BB51VJCKLJ?;snack,international,beverages;Es Kopi Susu Gula Aren;Perpaduan kopi espresso dengan susu creamy dan gula aren premium yang kaya akan rasa;15909;dari pada by hangry;6-C343BB51VJCKLJ-14
6-C343BB51VJCKLJ;Snacks Attack by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/snacks-attack-by-hangry-cikini-delivery/6-C343BB51VJCKLJ?;snack,international,beverages;Pink Lemonade Tea;Butterfly Pea Flower Tea dicampur dengan buah lemon segar;13636;dari pada by hangry;6-C343BB51VJCKLJ-15
6-C343BB51VJCKLJ;Snacks Attack by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/snacks-attack-by-hangry-cikini-delivery/6-C343BB51VJCKLJ?;snack,international,beverages;Korean Strawberry Milk;Es susu strawberry ala Korea yang fruity dan creamy. Cocok untuk penyuka minuman manis;13636;dari pada by hangry;6-C343BB51VJCKLJ-16
6-C343BB51VJCKLJ;Snacks Attack by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/snacks-attack-by-hangry-cikini-delivery/6-C343BB51VJCKLJ?;snack,international,beverages;Ice Premium Chocolate (Es Coklat);Minuman susu coklat kental diolah dari kakao pilihan. Cocok untuk pecinta coklat sejati;13636;dari pada by hangry;6-C343BB51VJCKLJ-17
6-C343BB51VJCKLJ;Snacks Attack by Hangry - Cikini;fried chicken;https://food.grab.com/id/en/restaurant/snacks-attack-by-hangry-cikini-delivery/6-C343BB51VJCKLJ?;snack,international,beverages;Thai Tea;Menggunakan teh asli dari Thailand yang dipadukan dengan susu creamy khas Dari Pada;13636;dari pada by hangry;6-C343BB51VJCKLJ-18
